1,ntu,28 . Vex Dckta~Foks Mz Nzamukxtr-krde Pawa Skul ,		ve -=x		mz	nz- a- mu kx tr -kr -=de	Pawa	skul	,	.	ve -=x		mz	nz- a- mu kx tr -kr -=de	Pawa	skul	,	.	accompany -=1MINᵢ		PREP	NMLZ CAUS eat SUBR holy NMLZ.POSS -=3MINᵢᵢ	Pawa.school	be.schooled	,28. I accompany Doctor Fox When he Celebrates Holy Communion at Pawa School ,~~~,ML ID,No comment,SGM 28,	punct	V Nom1		PREP	V>N V:Any V SUBR V V>N A-D-P2	N	V	,~~~ punct ~~~ ~~~ PREP ~~~ ~~~ V ,		~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	
3.3,ntu,"Kzdq zbq kx mcpxm ncblo ngrde tzsiu Jon kc tqvz-nqblqnene , sc tqngrlrpxpem mz Jon , tqpipebzle kx olvz rde kc tqyagox . ",kzdq	zbq	kx	mc -px -mq	ncblo	ngr -=de	tzsiu	Jon	kc	tq- vz -nqblq -ne -=ne		sc-	tq- ngrlr -px -=pe -mq -=	mz	Jon		tq- pi -=pe -bz -=le	kx	olvz	rde	kc	tq- yagox		,"kzdq	zbq	kx	mc -px -mq	ncblo	ngr -=de	tzsiu	Jon	kc	tq- vz -nqblq -ne -=ne	,	sc-	tq- ngrlr -px -=pe -mq -=Ø	mz	Jon	,	tq- pi -=pe -bz -=le	kx	olvz	rde	kc	tq- yagox	.	","a	day	SUBR	see GDIR.OUT PDIR.HITHER	man	GEN1A -=3MINᵢᵢ	monk	John	which	RL go FOLLOW INTENSIFIER -=1MINᵢᵢ	,	PFV	RL hurry GDIR.OUT -=INCH* PDIR.HITHER -=3MINᵢ	PREP	John	,	RL say -=INCH* PDIR.THITHER -=3MINᵢ	SUBR	female	3min.poss	which	RL sick	.	","One day when her husband saw brother John who I was following around, he ran out to John, and he said that his wife was sick. ",~~~,ML ID,No comment,SGM 25,Det	N	SUBR	V V:(GDIR) V:(PDIR)	N	GEN A-D-P2	N	PN	RPRN	V:(MOOD) V V:(V-COMP) V:Any A-D-P2	punct	V:(Procliticaspect)	V:(MOOD) V V:(GDIR) V V:(PDIR) Nom1	PREP	PN	punct	V:(MOOD) V V V:(PDIR) Nom1	SUBR	N	Posspro	RPRN	V:(MOOD) V	punct	,Det N Particle ~~~ N Poss pro N PN RPRN ~~~ punct ~~~ ~~~ PREP PN punct ~~~ Particle N Poss pro RPRN ~~~ punct ,~~~	~~~	~~~	~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~		
3.4,ntu,"Vztrkr badr brma nyzdr , sc tqrpipebz Jon mz olvz kc tqyagox kx , "" Trpnzngr luekxpiz kx nakabo kx namnqq , a' narlxtitxpo mz drka' negr , Gct , kc tqpibzkr bam kx nalxngiti-kzamu , nzkatxpx-krbzle zyagox kc tqdwatibzle nim murde drtqm namrlz mou ."" ",vz -tr -=kr	badr	brma	nyz -=dr		sc-	tq- r- pi -=pe -bz	Jon	mz	olvz	kc	tq- yagox	kx			trpnzngr	luekxpiz	kx	na- ka -bo	kx	na- mnq -=q		a'	na- rlxti -tx -bo	mz	drka'	ne -=gr		Gct		kc	tq- pi -bz -=kr	bam	kx	na- lxngiti kz -=amu		nz- katx -px -kr -bz -=le	zyagox	kc	tq- dwati -bz -=le	nim	murde	drtq -=mq	na- mrlz -=	mou		,"vz -tr -=kr	badr	brma	nyz -=dr	,	sc-	tq- r- pi -=pe -bz	Jon	mz	olvz	kc	tq- yagox	kx	,	""	trpnzngr	luekxpiz	kx	na- ka -bo	kx	na- mnq -=q	,	a'	na- rlxti -tx -bo	mz	drka'	ne -=gr	,	Gct	,	kc	tq- pi -bz -=kr	bam	kx	na- lxngiti kz -=amu	,	nz- katx -px -kr -bz -=le	zyagox	kc	tq- dwati -bz -=le	nim	murde	drtq -=mq	na- mrlz -=Ø	mou	.""	","go GDIR.IN -=1AUGᵢ	~~~	home	PCLF8 -=3AUGᵢᵢ	,	PFV	RL DETR say -=INCH* PDIR.THITHER	John	PREP	female	which	RL sick	SUBR	,	""	none.;.lack;.none	medicine	SUBR	IRR give .BZ(DIR).=O(1MIN).=>..BO	SUBR	IRR drink -=2MINᵢ	,	CONJ2	IRR request;.ask INTS;.VERY .BZ(DIR).=O(1MIN).=>..BO	PREP	spirit	PCLF7 -=1AUGᵢᵢ	,	God	,	which	RL say PDIR.THITHER -=1AUGᵢ	DAT.2minᵢᵢ	SUBR	IRR believe also -=2AUGᵢ	,	NMLZ remove GDIR.OUT NMLZ.POSS PDIR.THITHER -=3MINᵢ	sickness	which	RL befall PDIR.THITHER -=3MINᵢ	ACC.2minᵢᵢ	because	body -=2MINᵢᵢ*	IRR be.good -=3MINᵢ	again	.""	","We went into their house with him, and John said to the sick woman, ""There's no medicine I can give you for you to drink, but I will just ask our spirit God who we told you that you should also believe in him, for his removing the sickness that befell you so that your body might be well again. ",~~~,ML ID,No comment,SGM 25,V V:(GDIR) Nom1	<NotSure>	N	PCLF ~~~	punct	V:(Procliticaspect)	V:(MOOD) V:(DETR) V V V:(PDIR)	PN	PREP	N	RPRN	V:(MOOD) V	SUBR	punct	punct	NEG	NP	SUBR	V:(MOOD) V V:Any	SUBR	V:(MOOD) V Nom1	punct	CONJ	V:(MOOD) V V:(INTNS) V:Any	PREP	<NotSure>	<NotSure> A-D-P2	punct	N	punct	RPRN	V:(MOOD) V V:(PDIR) Nom1	A-D-P2	SUBR	V:(MOOD) V Adv Nom1	punct	V>N vt V:(GDIR) V>N V:(PDIR) Nom1	z-gerund	RPRN	V:(MOOD) V V:(PDIR) Nom1	A-D-P2	CONJ	N A-D-P2	V:(MOOD) V Nom1	Adv	punct	,~~~ A-D-P2 ~~~ PCLF punct ~~~ ~~~ PN PREP N RPRN ~~~ Particle punct punct NEG NP Particle ~~~ Particle ~~~ punct CONJ ~~~ PREP N Poss pro punct N punct RPRN ~~~ A-D-P2 Particle V punct ~~~ z-gerund RPRN ~~~ Pers pro CONJ ~~~ ~~~ Adv punct ,~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~	~~~			~~~	~~~	~~~	~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~		~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~	~~~ ~~~ ~~~	~~~		
3.5,ntu,Zbz tzsiu Jon sc tqkrka'pebz . ,zbz	tzsiu	Jon	sc-	tq- krka' -=pe -bz -=		,zbz	tzsiu	Jon	sc-	tq- krka' -=pe -bz -=Ø	.	,so.then	monk	John	PFV	RL pray -=INCH* PDIR.THITHER -=3MINᵢ	.	,Then brother John prayed to God. ,~~~,ML ID,No comment,SGM 25,CONJ	N	PN	V:(Procliticaspect)	V:(MOOD) V V V:(PDIR) Nom1	punct	,~~~ N PN ~~~ ~~~ punct ,~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		
3.6,ntu,"Yrkrpxbz nzkrka'-krde sc tqrpipebzle kx , “ Sa naoklatitr-mopqgr nim mz nzyzlu-krmgr Bwapc .” ",yrkr -px -bz -=	nz- krka' -kr -=de	sc-	tq- r- pi -=pe -bz -=le	kx			sa	na- okla -ti -tr mou -mq -=gr	nim	mz	nz- yzlu -kr -mq -=gr			,"yrkr -px -bz -=Ø	nz- krka' -kr -=de	sc-	tq- r- pi -=pe -bz -=le	kx	,	“	sa	na- okla -ti -tr mou -mq -=gr	nim	mz	nz- yzlu -kr -mq -=gr		.”	","finish GDIR.OUT PDIR.THITHER -=3MINᵢ	NMLZ pray NMLZ.POSS -=3MINᵢᵢ	PFV	RL DETR say -=INCH* PDIR.THITHER -=3MINᵢ	SUBR	,	“	future	IRR visit TRNS GDIR.IN again PDIR.HITHER -=1AUGᵢᵢ	ACC.2minᵢᵢ	PREP	NMLZ return NMLZ.POSS PDIR.HITHER -=1AUGᵢᵢ		.”	","He finished his praying and he said, ""We will visit you again on our return from Bwapc.""",~~~,ML ID,No comment,SGM 25,V V:(GDIR) V:(PDIR) Nom1	V>N V V>N A-D-P2	V:(Procliticaspect)	V:(MOOD) V:(DETR) V V V:(PDIR) Nom1	SUBR	punct	punct	Particle	V:(MOOD) V V:Any V:(GDIR) Adv V:(PDIR) A-D-P2	A-D-P2	PREP	V>N V V>N V:(PDIR) A-D-P2		punct	,V ~~~ ~~~ ~~~ Particle punct punct Particle ~~~ Pers pro PREP ~~~ ~~~ punct ,~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~			~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~			
4.1,ntu,"Nigr kc tqvzpekr Bwapc , mnctikr elr nabz~nepi esz' x ncte kc . ",nigr	kc	tq- vz -=pe -=kr			mnc -ti -=kr	elr	nabz.nepi	esz'	x	nctq -=de	kc		,"nigr	kc	tq- vz -=pe -=kr		,	mnc -ti -=kr	elr	nabz nepi	esz'	x	nctq -=de	kc	.	","ACC.1augᵢᵢ	which	RL go -=INCH* -=1AUGᵢ		,	be TRNS -=1AUGᵢ	there	hour	one	CONJ1	his.nose -=3MINᵢᵢ	which	.	","As for us we went to Bwapc, we stayed there one hour and a half. ",~~~,ML ID,No comment,SGM 25,A-D-P2	RPRN	V:(MOOD) V V Nom1		punct	V V:Any Nom1	Adv	NP	V	CONJ	N A-D-P2	RPRN	punct	,Pers pro RPRN V ~~~ punct ~~~ Adv NP V CONJ N RPRN punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~			~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~	~~~		
4.2,ntu,Kx yzlumgr kc sc tqvztr-mopwzkr mz olvz kc tqyagox Mznanq . ,kx	yzlu -mq -=gr	kc	sc-	tq- vztr mou -bz -=kr	mz	olvz	kc	tq- yagox			,kx	yzlu -mq -=gr	kc	sc-	tq- vztr mou -bz -=kr	mz	olvz	kc	tq- yagox		.	,SUBR	return PDIR.HITHER -=1AUGᵢᵢ	which	PFV	RL enter again PDIR.THITHER -=1AUGᵢ	PREP	female	which	RL sick		.	,When we returned we again entered in to the woman who was sick at Mznanq. ,~~~,ML ID,No comment,SGM 25,SUBR	V V:(PDIR) A-D-P2	RPRN	V:(Procliticaspect)	V:(MOOD) V Adv V:(PDIR) Nom1	PREP	N	RPRN	V:(MOOD) V		punct	,Particle ~~~ RPRN ~~~ ~~~ PREP N RPRN ~~~ ~~~ punct ,~~~	~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~			
4.3,ntu,"Kx dwatr-mopwzkr kc brma , kctitxpxx nzrpi-ani-krmle bagr mz nzycmne-abrtzngr kx , "" Drta'mu la tqyrlqobo mz trpaliki la ."" ",kx	dwatr mou -bz -=kr	kc	brma		kcti -tx -px -=x	nz- r- pi ani -kr -mq -=le	bagr	mz	nz- ycmne abrtz -ngr	kx			drta' -=mu	la	tq- yrlq -o -bo	mz	trpaliki	la		,"kx	dwatr mou -bz -=kr	kc	brma	,	kcti -tx -px -=x	nz- r- pi ani -kr -mq -=le	bagr	mz	nz- ycmne abrtz -ngr	kx	,	""	drta' -=mu	la	tq- yrlq -o -bo	mz	trpaliki	la	.""	","SUBR	enter again PDIR.THITHER -=1AUGᵢ	which	home	,	marvel INTS;.VERY GDIR.OUT -=1MINᵢ	NMLZ DETR say quickly;.quick NMLZ.POSS PDIR.HITHER -=3MINᵢ	DAT.1augᵢᵢ	PREP	NMLZ speak be.happy APP	SUBR	,	""	food -=2AUGᵢᵢ	DEM1	RL put GDIR.DOWN .BZ(DIR).=O(1MIN).=>..BO	PREP	basket.without.sides	DEM1	.""	","When we reentered her house, I was very amazed at her quickly saying to us in happy speech, ""Your food I put down in that basket.""",~~~,ML ID,No comment,SGM 25,SUBR	V Adv V:(PDIR) Nom1	RPRN	N	punct	V V:(INTNS) V:(GDIR) Nom1	V>N V:(DETR) V ~~~ V>N V:(PDIR) Nom1	A-D-P2	PREP	V>N V be.V V:(APP)	SUBR	punct	punct	N A-D-P2	DEM	V:(MOOD) V V:(GDIR) V:Any	PREP	<NotSure>	DEM	punct	,Particle ~~~ RPRN ~~~ punct ~~~ ~~~ A-D-P2 PREP ~~~ Particle punct punct ~~~ DEM ~~~ PREP ~~~ DEM punct ,~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~		~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~			~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~		
4.4,ntu,"Rpibz tzsiu Jon bade kx , "" Inyxm vzpem peto delc tqasule dakxnzng lcng ?"" ",r- pi -bz	tzsiu	Jon	ba -=de	kx			inyx -=mq	vz -=pe -mq -=	peto	delc	tq- a- su -=le	dakxnzng	lcng		,"r- pi -bz	tzsiu	Jon	ba -=de	kx	,	""	inyx -=mq	vz -=pe -mq -=Ø	peto	delc	tq- a- su -=le	dakxnzng	lcng	?""	","DETR say PDIR.THITHER	monk	John	DAT -=3MINᵢᵢ	SUBR	,	""	daughter -=2MINᵢᵢ*	go -=INCH* PDIR.HITHER -=3MINᵢ	bush	this	RL CAUS cook -=3MINᵢ	food	these	?""	","Brother John said to her, ""My daughter, did he come from the bush then that's how he cooked this food?"" ????",~~~,ML ID,No comment,SGM 25,V:(DETR) V V:(PDIR)	N	PN	A-D-P2 A-D-P2	SUBR	punct	punct	N A-D-P2	V V V:(PDIR) Nom1	N	RPRN	V:(MOOD) V:Any V Nom1	N(kxcl)	RPRN	punct	,V N PN A-D-P2 Particle punct punct ~~~ ~~~ N RPRN ~~~ N.(kx.cl) RPRN punct ,~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~	~~~			~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~		
4.5,ntu,"A' rpibzle kx , "" Nzrpi-krme kc , narlxtibzme mz drka' nem Gct nakatxbzle zyagox kc tqdwatimle ninge , atutrpele , drtqnge mrlzpe , rnipex loprta x asumipebo dakxnzng lang tqngqnamu rlilrmu ."" ",a'	r- pi -bz -=le	kx			nz- r- pi -kr -=me	kc		na- rlxti -bz -=me	mz	drka'	ne -=mq	Gct	na- katx -bz -=le	zyagox	kc	tq- dwati -mq -=le	ni- -=nge		a- tutr -=pe -=le		drtq -=nge	mrlz -=pe		r- ni -=pe -=x	loprta	x	a- su -mi -=pe -bo	dakxnzng	la -ngq	tq- ngq -=amu	rlilr -=mu		,"a'	r- pi -bz -=le	kx	,	""	nz- r- pi -kr -=me	kc	,	na- rlxti -bz -=me	mz	drka'	ne -=mq	Gct	na- katx -bz -=le	zyagox	kc	tq- dwati -mq -=le	ni- -=nge	,	a- tutr -=pe -=le	,	drtq -=nge	mrlz -=pe	,	r- ni -=pe -=x	loprta	x	a- su -mi -=pe -bo	dakxnzng	la -ngq	tq- ngq -=amu	rlilr -=mu	.""	","CONJ2	DETR say PDIR.THITHER -=3MINᵢ	SUBR	,	""	NMLZ DETR say NMLZ.POSS -=2MINᵢ	which	,	IRR request;.ask PDIR.THITHER -=2MINᵢ	PREP	spirit	PCLF7 -=2MINᵢᵢ*	God	IRR remove PDIR.THITHER -=3MINᵢ	sickness	which	RL befall PDIR.HITHER -=3MINᵢ	ACC -=1MINᵢᵢ	,	CAUS fulfill -=INCH* -=3MINᵢ	,	body -=1MINᵢᵢ	be.good -=INCH*	,	DETR pick -=INCH* -=1MINᵢ	king.tree.greens	CONJ1	CAUS cook COM -=INCH* .BZ(DIR).=O(1MIN).=>..BO	food	DEM1 PL	RL eat -=2AUGᵢ	both -=2AUGᵢᵢ	.""	","But she said, ""Your saying to me you would ask your spirit God to remove the sickness that befell me, he fulfilled it, my body is well, I picked greens and I cooked it with that food you two are eating.""",~~~,ML ID,No comment,SGM 25,CONJ	V:(DETR) V V:(PDIR) Nom1	SUBR	punct	punct	V>N V:(DETR) V V>N Nom1	RPRN	punct	V:(MOOD) V V:(PDIR) Nom1	PREP	<NotSure>	<NotSure> A-D-P2	N	V:(MOOD) vt V:(PDIR) Nom1	z-gerund	RPRN	V:(MOOD) V V:(PDIR) Nom1	Attachestoanycategory A-D-P2	punct	V:Any V V Nom1	punct	N A-D-P2	V V	punct	V:(DETR) V V Nom1	N	CONJ	V:Any V V:(COMA) V V:Any	N(kxcl)	DEM DEM:Any	V:(MOOD) V Nom1	pro A-D-P2	punct	,CONJ ~~~ Particle punct punct ~~~ RPRN punct ~~~ PREP N Poss pro N ~~~ z-gerund RPRN ~~~ Pers pro punct ~~~ punct N ~~~ punct ~~~ N CONJ ~~~ N.(kx.cl) V ~~~ ~~~ punct ,~~~	~~~ ~~~ ~~~ ~~~	~~~			~~~ ~~~ ~~~ ~~~ ~~~	~~~		~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~		~~~ ~~~ ~~~ ~~~		~~~ ~~~	~~~ ~~~		~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~		
5.1,ntu,"Kx aoti drtwrnge olvz lc mzli ka tqryr-ngrne , sc tqdcpxpe kz kzdo Pita kc tqamrlz Jiszs Kzpznizm , drtqde mrlz x sc tqasupebz nadr dakxnzng , mzli lcdepwz . ",kx	ao -ti	drtwr -=nge	olvz	lc	mzli	ka	tq- r- yr -ngr -=ne		sc-	tq- dcpx -=pe -=	kz	kzdo	Pita	kc	tq- amrlz	Jiszs	Kzpznizm		drtq -=de	mrlz	x	sc-	tq- a- su -=pe -bz -=	na -=dr	dakxnzng		mzli	lcde pwz		,"kx	ao -ti	drtwr -=nge	olvz	lc	mzli	ka	tq- r- yr -ngr -=ne	,	sc-	tq- dcpx -=pe -=Ø	kz	kzdo	Pita	kc	tq- amrlz	Jiszs	Kzpznizm	,	drtq -=de	mrlz	x	sc-	tq- a- su -=pe -bz -=Ø	na -=dr	dakxnzng	,	mzli	lcde pwz	.	","SUBR	think TRNS	mind -=1MINᵢᵢ	female	DEM2	time	this	RL DETR draw APP -=1MINᵢᵢ	,	PFV	RL remember -=INCH* -=3MINᵢ	also	highest.level.in.law	Peter	which	RL heal	Jesus	Capernaum	,	body -=3MINᵢᵢ	be.good	CONJ1	PFV	RL CAUS cook -=INCH* PDIR.THITHER -=3MINᵢ	PCLF6 -=3AUGᵢᵢ	food	,	time	there RSTR	.	","When I think about that woman now when I am writing this, it also recalls Peter's mother-in-law who was healed by Jesus in Capernaum, her body was well and she cooked food for them right away. ",~~~,ML ID,No comment,SGM 25,SUBR	V V:Any	N A-D-P2	N	Det	N	V	V:(MOOD) V:(DETR) V V:(APP) A-D-P2	punct	V:(Procliticaspect)	V:(MOOD) V V Nom1	Adv	N	PN	RPRN	V:(MOOD) vt	PN	PN	punct	N A-D-P2	V	CONJ	V:(Procliticaspect)	V:(MOOD) V:Any V V V:(PDIR) Nom1	PCLF A-D-P2	N(kxcl)	punct	N	Adv Adv	punct	,Particle V ~~~ N Det N V ~~~ punct ~~~ ~~~ Adv N PN RPRN vt  PN PN punct N V CONJ ~~~ ~~~ N N.(kx.cl) punct N ~~~ punct ,~~~	~~~ ~~~	~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~	~~~	~~~		~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~		~~~	~~~ ~~~		
5.2,ntu,Olvz lc kxmu-kzle lc . ,olvz	lc	kxmu kz -=le	lc		,olvz	lc	kxmu kz -=le	lc	.	,female	DEM2	be.like also -=3MINᵢ	DEM2	.	,This woman was also like that. ,~~~,ML ID,No comment,SGM 25,N	Det	V Adv Nom1	Det	punct	,N Det ~~~ Det punct ,~~~	~~~	~~~ ~~~ ~~~	~~~		
5.3,ntu,Murde mz~nibr nzrlasz-krgr ma nyzde mz nzvz-krgr Bwapc x drtqde kc tqmrlzpe x tqasupe nagr badr dakxnzngq . ,murde	mz nibr	nz- rlasz -kr -=gr	ma	nyz -=de	mz	nz- vz -kr -=gr		x	drtq -=de	kc	tq- mrlz -=pe -=	x	tq- a- su -=pe	na -=gr	badr	dakxnzngq		,murde	mz nibr	nz- rlasz -kr -=gr	ma	nyz -=de	mz	nz- vz -kr -=gr		x	drtq -=de	kc	tq- mrlz -=pe -=Ø	x	tq- a- su -=pe	na -=gr	badr	dakxnzngq	.	,because	AFTER	NMLZ leave NMLZ.POSS -=1AUGᵢᵢ	house	PCLF8 -=3MINᵢᵢ	PREP	NMLZ go NMLZ.POSS -=1AUGᵢᵢ		CONJ1	body -=3MINᵢᵢ	which	RL be.good -=INCH* -=3MINᵢ	CONJ1	RL CAUS cook -=INCH*	PCLF6 -=1AUGᵢᵢ	~~~	food	.	,"Because after our leaving her house in our going to Bwapc, her body was healed and she cooked food for us. WHAT IS BADR DOING HERE? ",~~~,ML ID,No comment,SGM 25,CONJ	Adv	V>N V V>N A-D-P2	N	PCLF A-D-P2	PREP	V>N V V>N A-D-P2		CONJ	N A-D-P2	RPRN	V:(MOOD) V V Nom1	CONJ	V:(MOOD) V:Any V V	PCLF A-D-P2	<NotSure>	<NotSure>	punct	,CONJ Adv ~~~ N ~~~ PREP ~~~ ~~~ CONJ N RPRN ~~~ CONJ ~~~ N A-D-P2 ~~~ punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~		
1,ntu,26 . Nzrlxti-krbz Tzsiu Jon Ninge Mz Trtenge Murde Naatwzlr-ngrde Ninge Mz Skul ,		nz- rlxti -kr -bz	tzsiu	Jon	ni- -=nge	mz	trte -=nge	murde	na- atwzlr -ngr -=de	ni- -=nge	mz	skul	,	.	nz- rlxti -kr -bz	tzsiu	Jon	ni- -=nge	mz	trte -=nge	murde	na- atwzlr -ngr -=de	ni- -=nge	mz	skul	,	.	NMLZ request;.ask NMLZ.POSS PDIR.THITHER	monk	John	ACC -=1MINᵢᵢ	PREP	father -=1MINᵢᵢ	because	IRR dispatch APP -=3MINᵢᵢ	ACC -=1MINᵢᵢ	PREP	be.schooled	,26. Brother John's Asking My Father for Me so that He might Send Me to School ,~~~,ML ID,No comment,SGM 26,	punct	V>N V V>N V:(PDIR)	N	PN	Attachestoanycategory A-D-P2	PREP	N A-D-P2	CONJ	V:(MOOD) V V:(APP) A-D-P2	Attachestoanycategory A-D-P2	PREP	V	,~~~ punct ~~~ N PN Pers pro PREP N CONJ ~~~ Pers pro PREP V ,		~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~	~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~	
2.1,ntu,"Tzsiu Jon vzbz mz trtenge , rpibzle kx , “ Suti drtwrnge narlr-ngrme bagr mrlxm Saemon Grin Meabr , naatwzlr-ngrgr nide mz skul .” ",tzsiu	Jon	vz -bz	mz	trte -=nge		r- pi -bz -=le	kx			suti	drtwr -=nge	na- rlr -ngr -=me	bagr	mrlx -=mq	Saemon				na- atwzlr -ngr -=gr	nide	mz	skul		,"tzsiu	Jon	vz -bz	mz	trte -=nge	,	r- pi -bz -=le	kx	,	“	suti	drtwr -=nge	na- rlr -ngr -=me	bagr	mrlx -=mq	Saemon			,	na- atwzlr -ngr -=gr	nide	mz	skul	.”	","monk	John	go PDIR.THITHER	PREP	father -=1MINᵢᵢ	,	DETR say PDIR.THITHER -=3MINᵢ	SUBR	,	“	want	mind -=1MINᵢᵢ	IRR allow APP -=2MINᵢ	DAT.1augᵢᵢ	son -=2MINᵢᵢ*	Simon			,	IRR dispatch APP -=1AUGᵢᵢ	ACC.3minᵢᵢ	PREP	be.schooled	.”	","Brother John went to my father, he said, ""I want you to release to us your son Simon Green Meabr, for us to send him to school. ",~~~,ML ID,No comment,SGM 26,N	PN	V V:(PDIR)	PREP	N A-D-P2	punct	V:(DETR) V V:(PDIR) Nom1	SUBR	punct	punct	V	N A-D-P2	V:(MOOD) V V:(APP) Nom1	A-D-P2	N A-D-P2	PN			punct	V:(MOOD) V V:(APP) A-D-P2	A-D-P2	PREP	V	punct	,N PN ~~~ PREP ~~~ punct ~~~ Particle punct punct V ~~~ ~~~ A-D-P2 ~~~ PN ~~~ ~~~ punct ~~~ Pers pro PREP V punct ,~~~	~~~	~~~ ~~~	~~~	~~~ ~~~		~~~ ~~~ ~~~ ~~~	~~~			~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~				~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~		
2.2,ntu,"Rpibz trtenge bade kx , “ Mrlxnge la topwz tr-rlr-ngrpou ; a' krlzx nzrlr-ngrbz kzdq mzlede kcng tqetu .” ",r- pi -bz	trte -=nge	ba -=de	kx			mrlx -=nge	la	topwz	tr- rlr -ngr -bo -u		a'	krlz -=x	nz- rlr -ngr -bz	kzdq	mzle -=de	kcng	tq- etu		,"r- pi -bz	trte -=nge	ba -=de	kx	,	“	mrlx -=nge	la	topwz	tr- rlr -ngr -bo -u	;	a'	krlz -=x	nz- rlr -ngr -bz	kzdq	mzle -=de	kcng	tq- etu	.”	","DETR say PDIR.THITHER	father -=1MINᵢᵢ	DAT -=3MINᵢᵢ	SUBR	,	“	son -=1MINᵢᵢ	DEM1	little	NEG allow APP .BZ(DIR).=O(1MIN).=>..BO NEG	;	CONJ2	know -=1MINᵢ	PASS allow APP PDIR.THITHER	a	brother -=3MINᵢᵢ	those	RL big	.”	","My father said to him, ""That son of mine is small and I do not allow him; but I can allow one of his bigger brothers.""",~~~,ML ID,No comment,SGM 26,V:(DETR) V V:(PDIR)	N A-D-P2	A-D-P2 A-D-P2	SUBR	punct	punct	N A-D-P2	DEM	V	V:(NEG>) V V:(APP) V:Any V:(<NEG)	punct	CONJ	V Nom1	V:Any V V:(APP) V:(PDIR)	Det	N A-D-P2	RPRN	V:(MOOD) V	punct	,V ~~~ A-D-P2 Particle punct punct ~~~ DEM V V punct CONJ ~~~ N Det ~~~ pro ~~~ punct ,~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~	~~~			~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~ ~~~		
